# 2026-07 Monthly Brief screening ledger
# count=365 | main=3bb929004ff8b547b86e5f1beab0efb3dac19d62 | blob=beb2aa7615b583b4c9c0c269974601a0b26c2684

001 | top  | 2026-07-31 | GL | 2026-07-31_GL_02 | 인도, 5,000MW 수상태양광·최소 2시간 ESS PM-Surya Sarovar 승인 | FACT: 인도 연방 내각은 PM-Surya Sarovar Yojana를 승인했다. 제도는 5,000MW 수상태양광과 최소 2시간 에너지저장장치를 결합하는 구조를 지원한다. | GATE: 이번 사건은 제도 승인 단계이며 개별 프로젝트 선정·착공을 의미하지 않는다. 후속 판단 지점은 세부 사업 선정과 실제 집행 속도다.
316 | mid  | 2026-07-31 | KR | 2026-07-31_KR_03 | 동원시스템즈, 2Q 영업익 314억원…셀파우치는 공식 문구상 진입 계획 단계 | FACT: 동원시스템즈의 2026년 2분기 잠정 연결실적은 매출 4,022억원, 영업이익 314억원, 순이익 201억원이다. 회사의 현재 이차전지 사업 페이지는 양극박과 원통형 배터리 캔을 생산한다고 설명하며, 셀파우치는 포트폴리오 다각화를 위해 진입할 분야로 제시한다. | GATE: 공식 사이트 내 공주공장 제품 표기 등 셀파우치 관련 흔적이 있으나, 현재 사업 소개는 여전히 셀파우치 제조 진입을 미래형으로 표현한다. 고객 승인·양산 규모·파우치 매출이 확인되기 전에는 현재 대규모 상업생산으로 간주하지 않는다.
317 | mid  | 2026-07-24 | GL | 2026-07-24_GL_04 | 말라위, 20MW·40MWh 첫 독립형 유틸리티 BESS 가동 | FACT: ESCOM과 Global Energy Alliance for People and Planet은 7월 24일 릴롱궤 Kanengo에서 말라위 최초의 독립형 유틸리티급 BESS를 가동했다. 설비는 20MW·40MWh이며 약 2,000만달러의 보조금 금융으로 구축됐다. 주파수제어·피크방전·계통지원이 목적이며 운영기관은 60만가 | GATE: 2024년 Golomoti 태양광 연계 BESS가 있어 최초 범위는 독립형 유틸리티 설비로 한정해야 한다. 60만가구 접속과 정전감소는 전망이며 실제 효과는 계통운영 데이터로 확인해야 한다.
318 | mid  | 2026-07-23 | GL | 2026-07-23_GL_02 | Canada Nickel, Timmins 9개 광상 M&I 자원 43.6억톤 확보 | FACT: Canada Nickel은 Nesbitt 최초 자원과 Deloro 업데이트를 발표했다. 회사의 Timmins 지역 9개 광상은 합계 측정·지시자원 43.6억톤, 평균 니켈품위 0.24%로 1,000만톤 이상의 함유니켈을 보유한다. Deloro 지시자원은 1억1,870만톤·0.25% Ni·함유니켈 30만톤으로 2024년 대 | GATE: 광물자원은 광물매장량이나 경제성·생산계획이 아니다. 0.23~0.25%의 저품위 대규모 자원은 회수기술, CAPEX·에너지비, 인허가와 가격가정이 확인돼야 상업가치로 전환된다.
319 | mid  | 2026-07-22 | KR | 2026-07-22_KR_01 | SK이노베이션, 약 12억9천만원에 CoIL BESS 지분 100% 인수 | FACT: SK이노베이션은 CoIL BESS 지분 100%를 약 12억9천만원에 취득했다. 거래대금은 주식매매대금 6억5,800만원과 대출채권 등 인수대금 6억3,200만원으로 구성된다. | GATE: 지분 100% 인수는 법인편입을 의미하지만 신규 프로젝트·매출·운영자산 규모를 자동으로 뜻하지 않는다. 인수 이후 실제 사업수주와 운영실적을 확인해야 한다.
320 | mid  | 2026-07-21 | US | 2026-07-21_US_04 | ERI·Cyclic Materials, 미국 8개 시설 기반 전자폐기물 희토류 회수 협력 | FACT: ERI와 Cyclic Materials는 전자폐기물에서 희토류와 핵심광물을 회수하는 전략파트너십을 체결했다. 양사는 샘플 분석을 시작했으며 ERI의 미국 8개 처리시설이 자석 함유 전자제품을 선별·전처리한다. | GATE: 전략파트너십은 회수원료 파이프라인을 구체화하지만 고정 공급량이나 상업 회수량을 보장하지 않는다. 샘플 승인과 실제 물량계약을 확인해야 한다.
321 | mid  | 2026-07-20 | EU | 2026-07-20_EU_05 | SOLUM·i-charging, 최대 1.6MW MAX 충전시스템 첫 출하 | FACT: SOLUM과 i-charging의 MAX 충전시스템 첫 물량은 6월 말 출하돼 포르투갈에서 설치 중이다. 플랫폼은 50kW에서 최대 1.6MW까지 확장되도록 설계됐다. | GATE: 첫 출하는 제품개발 이후 실제 현장설치로 이동한 이정표다. 최대 1.6MW는 플랫폼 사양이며 설치현장의 시운전 출력과 상업운전 실적은 별도로 확인해야 한다.
322 | mid  | 2026-07-18 | CN | 2026-07-18_CN_01 | AION 배터리 서비스조치, 보증 8년/30만km로 연장 | FACT: 복수 보도는 해당 배터리 탑재차량의 동력배터리 보증이 기존 8년/15만km에서 8년/30만km로 연장됐다고 전했다. IT Home은 CALB 서비스망에서 무료점검을 받을 수 있다고 보도했다. | GATE: 공개조치는 보증연장과 무료점검으로 확인되며 결함원인이나 대상차량 전체 규모를 확정한 리콜로 볼 수 없다. 점검결과와 수리범위가 책임범위의 다음 판단기준이다.
323 | mid  | 2026-07-17 | GL | 2026-07-17_GL_01 | 말레이시아 의회, Lynas 미국 방산계약 정부입장 2주 시한 | FACT: 말레이시아 의회 국제관계·국제무역 특별위원회는 2026년 7월 16일 Lynas의 미국 방산 공급계약을 검토했다. 위원회는 7월 17일 관계부처가 법무총장실의 법률자문을 구하고 2주 안에 정부의 공식입장을 밝히도록 권고했다. Reuters는 앞서 청문회 대상이 9,600만달러 규모의 4년 희토류 공급구조와 현지정책 정합성 | GATE: 현재 단계는 계약 취소나 정부정책 변경이 아니라 의회 감독과 정부답변 요구다. 정부 공식입장, 법무총장실 검토와 위원회 최종보고서가 실제 정책효과를 결정한다.
324 | mid  | 2026-07-17 | EU | 2026-07-17_EU_01 | JinkoESS·everyray, 중부유럽 BESS 100MWh 공급 프레임워크 | FACT: JinkoESS 명의의 2026년 7월 17일 발표에 따르면 JinkoESS와 독일 EPC everyray는 Intersolar Europe에서 100MWh 공급협약을 체결했다. 발표는 중부유럽 프로젝트 파이프라인을 협력대상으로 제시했다. | GATE: 이번 발표는 개별 프로젝트의 최종발주·착공·계통연결이 아닌 공급 프레임워크다. 동일 사건의 독립 확인출처가 없어 계약당사자 자료 범위 안에서 해석해야 한다.
325 | mid  | 2026-07-16 | US | 2026-07-16_US_03 | 미 상원 S.5008, 에너지 전용 기본접속 서비스 의무화 추진 | FACT: S.5008은 2026년 7월 16일 미국 상원에 발의돼 에너지·천연자원위원회에 회부됐다. 법안은 개방형 송전요금제를 운영하는 RTO·ISO에 에너지 전용 공급을 위한 기본접속 서비스를 제공하도록 요구한다. 세부 서비스조건은 입법과정에서 변경될 수 있다. | GATE: 법안은 제한형 계통접속을 연방 입법의제로 끌어올렸다는 의미가 있다. 그러나 2026년 7월 16일 발의돼 위원회에 회부된 단계로 아직 제정·시행된 규칙이 아니다. 최종 문언과 입법통과 여부가 실제 접속절차 변화를 결정한다.
326 | mid  | 2026-07-16 | KR | 2026-07-16_KR_02 | POSTECH, 코발트프리 고니켈 양극재 100회 후 91.4% 유지 보고 | FACT: POSTECH 연구팀의 Energy Storage Materials 논문은 CTAB 보조 공침으로 코발트프리 고니켈 양극재 입자 내부에 Mo를 균일하게 도입했다고 보고했다. 공개 논문은 c축 수축을 미도핑재의 5분의 1로 줄였고, 2.7~4.5V·0.5C 조건에서 100회 후 초기용량 91.4%를 유지했다고 제시했다. | GATE: 동료평가 논문은 실험실 전극 수준의 소재 설계결과다. 양산셀·완성차 검증이나 원가·공정수율을 입증하지 않으며, 공개 논문에서 직접 확인되지 않은 300회 수치는 제외한다.
327 | mid  | 2026-07-16 | GL | 2026-07-16_GL_04 | Solaer, 칠레 2,000ha 임대…197MW 태양광·500MWh BESS·탈염수 인프라 검토 | FACT: Solaer 칠레 자회사는 북부 약 2,000헥타르 부지의 장기임대계약을 체결했다. 개발구상은 AI 등 고밀도 연산용 데이터센터 캠퍼스에 197MW 태양광, 500MWh BESS와 약 400km 탈염수 수송배관을 결합하며 ENAPAC 담수화사업 인근에 배치된다. 초기 기술·환경·경제성 평가기간은 최대 36개월이고 사업이  | GATE: 장기임대계약은 최대 36개월의 기술·환경·경제성 평가와 인허가를 허용하며 이후 25년 운영과 총 40년까지의 연장옵션을 담고 있다. 컴퓨팅용량, 투자액, 착공일정, 운영자와 고객은 공개되지 않아 데이터센터 수요와 에너지·용수 인프라가 동시에 확정된 단계는 아니다.
328 | mid  | 2026-07-15 | GL | 2026-07-15_GL_07 | 충남 지원 반둥 BRT 충전소, 르위판장 차고지서 착공 | FACT: 총 110억원 규모 ODA 사업으로 인도네시아 반둥의 르위판장·치차헤움 두 BRT 차고지에 전기버스 충전 인프라를 구축한다. 2026년 7월 15일 르위판장 차고지에서 착공식이 열렸고, 반둥시는 착공 사실을 공식 발표했다. | GATE: 착공은 해외 공공교통 충전 프로젝트가 건설단계에 들어갔다는 의미다. 완공과 버스운행 개시는 별도이므로 차고지별 설비설치·시운전과 현지 운영체계를 확인해야 한다.
329 | mid  | 2026-07-15 | GL | 2026-07-15_GL_03 | 호주 EFA, 핵심광물 전략비축 집행 위해 인력 40명 확충 | FACT: MiningWeekly의 Reuters 인용 보도에 따르면 Export Finance Australia는 2026년 6월 종료 회계연도에 인력 40명을 늘려 핵심광물 전문성을 확충했다. 호주 정부는 전략비축에 12억호주달러를 약정했으며, 산업부는 확대된 50억호주달러 핵심광물기금 중 10억호주달러와 선택적 비축재원을 활용 | GATE: 신선한 실행신호는 신규예산 발표가 아니라 EFA의 인력·전문성 확충이다. 12억호주달러 총 약정액과 10억호주달러 거래재원·선택적 비축재원은 정의가 달라 합산할 수 없다.
330 | mid  | 2026-07-14 | US | 2026-07-14_US_08 | ChargePoint·Onvo, 미국 북동부 주요 고속도로 12개 여행거점에 초급속충전 구축 | FACT: ChargePoint와 Onvo는 2026년 7월 14일 미국 북동부 주요 고속도로를 따라 초급속충전소를 구축하기로 발표했다. 초기 배치는 펜실베이니아와 뉴욕의 Onvo 여행거점 12곳이며 각 지점에 ChargePoint Express Plus를 설치한다. 충전설비는 음식, 소매와 기타 편의시설 인근에 배치해 장거리 운전 | GATE: 공식발표는 주요 고속도로 인근 입지와 장거리 운전자 대상, 첫 12개 지점을 명시한다. 다만 총 포트 수, 출력구성, 투자액과 개통일은 공개되지 않아 지점별 공사와 가동개시가 실행성의 다음 기준이다.
331 | mid  | 2026-07-14 | US | 2026-07-14_US_07 | 미 하원 환경소위, BRACE와 CHARM 법안 전체위원회 회부 | FACT: 미 하원 에너지상무위원회 환경소위는 2026년 7월 14일 H.R. 9615 BRACE Act와 H.R. 9617 CHARM Act를 각각 음성표결로 전체위원회에 회부했다. BRACE는 리튬이온 배터리 규정의 현대화와 명확화, 재활용 및 회수를 다루고, CHARM은 EPA의 국가 핵심광물 회수전략 조정을 다룬다. | GATE: 소위원회 회부는 입법절차의 진전일 뿐 법률 제정이나 규제변경이 아니다. 전체위원회 심사와 양원 통과, 대통령 서명이 남아 있다.
332 | mid  | 2026-07-14 | US | 2026-07-14_US_06 | USA Rare Earth, 재활용 자석에서 Dy·NdPr 산화물 샘플 생산 | FACT: USA Rare Earth는 2026년 7월 14일 Wheat Ridge 습식제련시설에서 재활용 희토류 자석 스와프를 사용해 상업등급 디스프로슘 산화물과 NdPr 산화물 샘플을 생산했다고 밝혔다. 회사는 해당 샘플을 영국 자회사 Less Common Metals에 보내 자격평가와 금속·스트립캐스트 전환을 진행할 예정이다. | GATE: 상업등급 표시는 회사 발표에 근거하며 대량생산이나 고객승인을 의미하지 않는다. 자격평가 결과와 반복생산 수율이 실증성과를 상업 공급능력으로 연결하는 핵심 조건이다.
333 | mid  | 2026-07-14 | EU | 2026-07-14_EU_02 | SMA-RheinEnergie, 독일 Einbeck 24.5MW·64MWh BESS 상업가동 | FACT: SMA Altenso와 RheinEnergie는 2026년 7월 14일 독일 니더작센 Einbeck의 24.5MW·64MWh BESS 상업가동을 발표했다. 설비는 주파수·계통안정 서비스와 일중·전일시장 거래를 병행한다. | GATE: SMA가 공개한 사용가능 용량은 64MWh다. 프로젝트 비교에서는 사용가능 용량과 다른 용량기준을 혼용하지 않아야 한다.
334 | mid  | 2026-07-13 | US | 2026-07-13_US_06 | Janus, 미국 전기트럭 전환키트 16대·교환식 배터리 18세트 수주 | FACT: Ability Tri-Modal은 Janus Electric에 디젤-전기 전환키트 16대와 교환식 배터리 18세트를 추가 주문했다. 주문금액은 약 1,000만호주달러이고 전체 전환 약정은 4대에서 20대로 늘어 당시 북미 계약물량이 미국 20대·캐나다 25대 등 45대로 확대됐다. 기존 4대에는 차량당 HVIP 약 11만 | GATE: 바인딩 주문이지만 16대 전환의 생산·인도는 캘리포니아 HVIP 바우처 승인에 달려 있다. 기존 승인액을 추가 16대에 자동 적용할 수 없으며, 지원금과 2026년 4분기 일정은 적격성·승인·생산진척에 따라 달라질 수 있다.
335 | mid  | 2026-07-13 | KR | 2026-07-13_KR_02 | KRICT, 탠덤 태양전지 소재기술을 LK Chem에 이전 | FACT: 한국화학연구원과 LK Chem은 2026년 7월 13일 탠덤 태양전지 소재기술 이전계약을 체결했다. 계약은 연구기관이 개발한 소재기술을 기업의 후속개발 대상으로 이전하는 내용이다. 상업화 일정은 공개되지 않았다. | GATE: 기술이전은 공공연구 성과가 기업의 후속개발 단계로 이동했다는 실행앵커다. 그러나 계약 자체가 양산·고객인증이나 매출을 의미하지는 않는다. 대량합성과 공정재현성 확보가 사업화의 다음 관문이다.
336 | mid  | 2026-07-13 | GL | 2026-07-13_GL_01 | 온타리오, Rock Tech 리튬 시약 검증에 C$26만2500 지원 | FACT: 온타리오 핵심광물혁신기금은 Rock Tech에 26만2500캐나다달러를 지원했다. Rock Tech는 Thunder Bay Pulp and Paper와 퀸스대와 함께 현지 크루드 톨오일을 리튬 부유선광 시약으로 평가한다. 회사는 이 연구를 Georgia Lake 광산과 제안된 Red Rock 컨버터를 잇는 온타리오 광산- | GATE: 지원금은 시약의 적용 가능성과 향후 기술·경제 최적화 데이터를 확보하기 위한 평가단계에 투입된다. 현재 금속회수율·시약소비량·경제성 결과는 공개되지 않아 기존 시약 대체 여부는 시험결과로 판단해야 한다.
337 | mid  | 2026-07-10 | JP | 2026-07-10_JP_01 | ReYuu Japan, 나가토 BESS 권리 양도…영업익 3600만엔 반영 | FACT: ReYuu Japan은 야마구치현 나가토시 계통용 BESS 사업의 계약상 지위·권리·의무를 Birdman에 양도하는 계약을 7월 10일 체결·실행했다. 회사는 6월 30일 해당 권리를 취득한 뒤 수익화를 목적으로 양도했으며 2026년 10월기 영업이익 3600만엔을 예상해 수정 실적전망에 반영했다. 완성된 배터리설비와 토 | GATE: 거래는 완성 BESS·토지 소유권 매각이 아니라 취득한 개발권리의 단기 수익화다. Birdman의 계약승계 이후 인허가·건설·자금조달이 이어지는지는 프로젝트 자체의 별도 실행기준이다.
338 | mid  | 2026-07-09 | JP | 2026-07-09_JP_01 | NEDO, 19.5억엔 혁신형전지 사업에 나트륨이온 포함 2개 제안 채택 | FACT: NEDO는 7월 9일 혁신형 전지 실용화 연구제안 2건을 채택했다. 대상은 불화물전지·아연망간전지·차세대 나트륨이온전지의 3개 전지계이며 2026년도 예산은 19.5억엔, 사업기간은 2026~2027년이다. 나트륨이온 과제는 도쿄이과대가 대표기관을 맡고 GS유아사·쿠라레·MU아이오닉솔루션즈·미쓰비시케미컬 등 산학연 기관이 | GATE: 현재 단계는 연구체계 선정과 소재·공정 개발 착수이며 셀 성능이나 양산성이 검증된 단계는 아니다. 소재 합성 규모확대와 공업 제조공정 시험이 민간 실용화 검토로 이어지는지가 다음 기준이다.
